price,discount,suburb_type,product_name,super_category
0.39,0,Affluent,Apple,Fruits
0.39,0,Affluent,Apple,Fruits
0.39,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
4,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.49,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.69,0,Affluent,Apple,Fruits
4.75,0,Affluent,Apple,Fruits
4.75,0,Affluent,Apple,Fruits
4.79,0,Affluent,Apple,Fruits
4.79,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
5.19,0,Affluent,Apple,Fruits
5.29,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.5,0,Affluent,Apple,Fruits
5.79,0,Affluent,Apple,Fruits
5.79,0,Affluent,Apple,Fruits
5.79,0,Affluent,Apple,Fruits
5.79,0,Affluent,Apple,Fruits
5.99,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
6.99,0,Affluent,Apple,Fruits
6.99,0,Affluent,Apple,Fruits
7.49,0,Affluent,Apple,Fruits
7.99,0,Affluent,Apple,Fruits
7.99,0,Affluent,Apple,Fruits
10.49,0,Affluent,Apple,Fruits
10.5,0,Affluent,Apple,Fruits
0.39,0,Affluent,Apple,Fruits
3.65,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
3.99,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.29,0,Affluent,Apple,Fruits
4.49,0,Affluent,Apple,Fruits
4.49,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.79,0,Affluent,Apple,Fruits
4.79,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
4.99,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
5.29,0,Affluent,Apple,Fruits
5.29,0,Affluent,Apple,Fruits
5.29,0,Affluent,Apple,Fruits
5.29,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.49,0,Affluent,Apple,Fruits
5.5,0,Affluent,Apple,Fruits
5.83,0,Affluent,Apple,Fruits
5.99,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
6.49,0,Affluent,Apple,Fruits
6.79,0,Affluent,Apple,Fruits
6.99,0,Affluent,Apple,Fruits
7,0,Affluent,Apple,Fruits
7.49,0,Affluent,Apple,Fruits
10.49,0,Affluent,Apple,Fruits
10.5,0,Affluent,Apple,Fruits
11,0,Affluent,Apple,Fruits
0.39,0,Non-Affluent,Apple,Fruits
1.15,0,Non-Affluent,Apple,Fruits
1.49,0,Non-Affluent,Apple,Fruits
1.49,0,Non-Affluent,Apple,Fruits
1.79,0,Non-Affluent,Apple,Fruits
2,0,Non-Affluent,Apple,Fruits
2.49,0,Non-Affluent,Apple,Fruits
2.5,0,Non-Affluent,Apple,Fruits
2.5,0,Non-Affluent,Apple,Fruits
2.79,0,Non-Affluent,Apple,Fruits
2.79,0,Non-Affluent,Apple,Fruits
2.79,0,Non-Affluent,Apple,Fruits
2.79,0,Non-Affluent,Apple,Fruits
2.99,0,Non-Affluent,Apple,Fruits
2.99,0,Non-Affluent,Apple,Fruits
3.33,0,Non-Affluent,Apple,Fruits
3.5,0,Non-Affluent,Apple,Fruits
4.29,0,Non-Affluent,Apple,Fruits
4.29,0,Non-Affluent,Apple,Fruits
4.49,0,Non-Affluent,Apple,Fruits
4.49,0,Non-Affluent,Apple,Fruits
4.5,0,Non-Affluent,Apple,Fruits
4.79,0,Non-Affluent,Apple,Fruits
4.79,0,Non-Affluent,Apple,Fruits
4.99,0,Non-Affluent,Apple,Fruits
4.99,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
5.49,0,Non-Affluent,Apple,Fruits
5.5,0,Non-Affluent,Apple,Fruits
5.99,0,Non-Affluent,Apple,Fruits
6.49,0,Non-Affluent,Apple,Fruits
6.79,0,Non-Affluent,Apple,Fruits
6.99,0,Non-Affluent,Apple,Fruits
7,0,Non-Affluent,Apple,Fruits
7.49,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
8.5,0,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
0.39,0,Non-Affluent,Apple,Fruits
0.39,0,Non-Affluent,Apple,Fruits
0.39,0,Non-Affluent,Apple,Fruits
1.49,0,Non-Affluent,Apple,Fruits
1.49,0,Non-Affluent,Apple,Fruits
2,0,Non-Affluent,Apple,Fruits
2.25,0,Non-Affluent,Apple,Fruits
2.25,0,Non-Affluent,Apple,Fruits
2.29,0,Non-Affluent,Apple,Fruits
2.49,0,Non-Affluent,Apple,Fruits
2.69,0,Non-Affluent,Apple,Fruits
2.79,0,Non-Affluent,Apple,Fruits
2.99,0,Non-Affluent,Apple,Fruits
2.99,0,Non-Affluent,Apple,Fruits
2.99,0,Non-Affluent,Apple,Fruits
3.29,0,Non-Affluent,Apple,Fruits
3.29,0,Non-Affluent,Apple,Fruits
3.29,0,Non-Affluent,Apple,Fruits
3.49,0,Non-Affluent,Apple,Fruits
3.5,0,Non-Affluent,Apple,Fruits
3.99,0,Non-Affluent,Apple,Fruits
4,0,Non-Affluent,Apple,Fruits
4.29,0,Non-Affluent,Apple,Fruits
4.29,0,Non-Affluent,Apple,Fruits
4.29,0,Non-Affluent,Apple,Fruits
4.49,0,Non-Affluent,Apple,Fruits
4.5,0,Non-Affluent,Apple,Fruits
4.69,0,Non-Affluent,Apple,Fruits
4.79,0,Non-Affluent,Apple,Fruits
4.99,0,Non-Affluent,Apple,Fruits
4.99,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
5.49,0,Non-Affluent,Apple,Fruits
5.49,0,Non-Affluent,Apple,Fruits
5.5,0,Non-Affluent,Apple,Fruits
5.79,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
6.99,0,Non-Affluent,Apple,Fruits
6.99,0,Non-Affluent,Apple,Fruits
7.49,0,Non-Affluent,Apple,Fruits
7.99,0,Non-Affluent,Apple,Fruits
7.99,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
0.77,0,Affluent,Apple,Fruits
0.78,0,Affluent,Apple,Fruits
0.98,0,Affluent,Apple,Fruits
3.5,2,Affluent,Apple,Fruits
2.2,0,Affluent,Apple,Fruits
6.6,4.4,Affluent,Apple,Fruits
2.6,0,Affluent,Apple,Fruits
3.2,0,Affluent,Apple,Fruits
3.5,0,Affluent,Apple,Fruits
9.35,5.5,Affluent,Apple,Fruits
10,6,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9.5,5.5,Affluent,Apple,Fruits
4,0,Affluent,Apple,Fruits
4,0,Affluent,Apple,Fruits
4.25,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
14.75,8.75,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
0.78,0,Affluent,Apple,Fruits
0.83,0,Affluent,Apple,Fruits
0.9,0,Affluent,Apple,Fruits
3.5,2,Affluent,Apple,Fruits
2.2,0,Affluent,Apple,Fruits
6.6,4.4,Affluent,Apple,Fruits
2.6,0,Affluent,Apple,Fruits
3.5,0,Affluent,Apple,Fruits
9.35,5.5,Affluent,Apple,Fruits
10,6,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9,5,Affluent,Apple,Fruits
9.5,5.5,Affluent,Apple,Fruits
4,0,Affluent,Apple,Fruits
4,0,Affluent,Apple,Fruits
4.25,0,Affluent,Apple,Fruits
4.5,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
4.9,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
5,0,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
14.75,8.75,Affluent,Apple,Fruits
6,0,Affluent,Apple,Fruits
0.28,0,Non-Affluent,Apple,Fruits
0.33,0,Non-Affluent,Apple,Fruits
0.4,0,Non-Affluent,Apple,Fruits
3,2,Non-Affluent,Apple,Fruits
1.7,0,Non-Affluent,Apple,Fruits
6.1,4.4,Non-Affluent,Apple,Fruits
2.1,0,Non-Affluent,Apple,Fruits
3,0,Non-Affluent,Apple,Fruits
9.35,5.5,Non-Affluent,Apple,Fruits
10,6,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9.5,5.5,Non-Affluent,Apple,Fruits
4,0,Non-Affluent,Apple,Fruits
4,0,Non-Affluent,Apple,Fruits
4.25,0,Non-Affluent,Apple,Fruits
4.5,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
14.75,8.75,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
0.27,0,Non-Affluent,Apple,Fruits
0.28,0,Non-Affluent,Apple,Fruits
0.48,0,Non-Affluent,Apple,Fruits
3,2,Non-Affluent,Apple,Fruits
1.7,0,Non-Affluent,Apple,Fruits
6.1,4.4,Non-Affluent,Apple,Fruits
2.1,0,Non-Affluent,Apple,Fruits
2.7,0,Non-Affluent,Apple,Fruits
3,0,Non-Affluent,Apple,Fruits
9.35,5.5,Non-Affluent,Apple,Fruits
10,6,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9,5,Non-Affluent,Apple,Fruits
9.5,5.5,Non-Affluent,Apple,Fruits
4,0,Non-Affluent,Apple,Fruits
4,0,Non-Affluent,Apple,Fruits
4.25,0,Non-Affluent,Apple,Fruits
4.5,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
4.9,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
5,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
14.75,8.75,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
3.77,0,Affluent,Apple,Fruits
3.78,0,Affluent,Apple,Fruits
3.98,0,Affluent,Apple,Fruits
4.5,2,Affluent,Apple,Fruits
5.2,0,Affluent,Apple,Fruits
5.2,4.4,Affluent,Apple,Fruits
5.6,0,Affluent,Apple,Fruits
6.2,0,Affluent,Apple,Fruits
6.5,0,Affluent,Apple,Fruits
6.85,5.5,Affluent,Apple,Fruits
7,6,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5.5,Affluent,Apple,Fruits
7,0,Affluent,Apple,Fruits
7,0,Affluent,Apple,Fruits
7.25,0,Affluent,Apple,Fruits
7.5,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
8,0,Affluent,Apple,Fruits
8,0,Affluent,Apple,Fruits
9,0,Affluent,Apple,Fruits
9,8.75,Affluent,Apple,Fruits
9,0,Affluent,Apple,Fruits
3.78,0,Affluent,Apple,Fruits
3.83,0,Affluent,Apple,Fruits
3.9,0,Affluent,Apple,Fruits
4.5,2,Affluent,Apple,Fruits
5.2,0,Affluent,Apple,Fruits
5.2,4.4,Affluent,Apple,Fruits
5.6,0,Affluent,Apple,Fruits
6.5,0,Affluent,Apple,Fruits
6.85,5.5,Affluent,Apple,Fruits
7,6,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5,Affluent,Apple,Fruits
7,5.5,Affluent,Apple,Fruits
7,0,Affluent,Apple,Fruits
7,0,Affluent,Apple,Fruits
7.25,0,Affluent,Apple,Fruits
7.5,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
7.9,0,Affluent,Apple,Fruits
8,0,Affluent,Apple,Fruits
8,0,Affluent,Apple,Fruits
9,0,Affluent,Apple,Fruits
9,8.75,Affluent,Apple,Fruits
9,0,Affluent,Apple,Fruits
3.28,0,Non-Affluent,Apple,Fruits
3.33,0,Non-Affluent,Apple,Fruits
3.4,0,Non-Affluent,Apple,Fruits
4,2,Non-Affluent,Apple,Fruits
4.7,0,Non-Affluent,Apple,Fruits
4.7,4.4,Non-Affluent,Apple,Fruits
5.1,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
6.85,5.5,Non-Affluent,Apple,Fruits
7,6,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5.5,Non-Affluent,Apple,Fruits
7,0,Non-Affluent,Apple,Fruits
7,0,Non-Affluent,Apple,Fruits
7.25,0,Non-Affluent,Apple,Fruits
7.5,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
9,8.75,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
3.27,0,Non-Affluent,Apple,Fruits
3.28,0,Non-Affluent,Apple,Fruits
3.48,0,Non-Affluent,Apple,Fruits
4,2,Non-Affluent,Apple,Fruits
4.7,0,Non-Affluent,Apple,Fruits
4.7,4.4,Non-Affluent,Apple,Fruits
5.1,0,Non-Affluent,Apple,Fruits
5.7,0,Non-Affluent,Apple,Fruits
6,0,Non-Affluent,Apple,Fruits
6.85,5.5,Non-Affluent,Apple,Fruits
7,6,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5,Non-Affluent,Apple,Fruits
7,5.5,Non-Affluent,Apple,Fruits
7,0,Non-Affluent,Apple,Fruits
7,0,Non-Affluent,Apple,Fruits
7.25,0,Non-Affluent,Apple,Fruits
7.5,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
7.9,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
8,0,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
9,8.75,Non-Affluent,Apple,Fruits
9,0,Non-Affluent,Apple,Fruits
3.5,0,Affluent,Bananas,Fruits
3.97,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
4.44,0,Affluent,Bananas,Fruits
4.5,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.99,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
5.49,0,Affluent,Bananas,Fruits
5.49,0,Affluent,Bananas,Fruits
5.49,0,Affluent,Bananas,Fruits
5.5,0,Affluent,Bananas,Fruits
5.79,0,Affluent,Bananas,Fruits
5.83,0,Affluent,Bananas,Fruits
5.99,0,Affluent,Bananas,Fruits
5.99,0,Affluent,Bananas,Fruits
6.49,0,Affluent,Bananas,Fruits
6.99,0,Affluent,Bananas,Fruits
10.99,0,Affluent,Bananas,Fruits
10.99,0,Affluent,Bananas,Fruits
3.47,0,Affluent,Bananas,Fruits
3.59,0,Affluent,Bananas,Fruits
3.69,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
4.49,0,Affluent,Bananas,Fruits
4.49,0,Affluent,Bananas,Fruits
4.5,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.79,0,Affluent,Bananas,Fruits
4.99,0,Affluent,Bananas,Fruits
4.99,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
5.29,0,Affluent,Bananas,Fruits
5.29,0,Affluent,Bananas,Fruits
5.49,0,Affluent,Bananas,Fruits
5.49,0,Affluent,Bananas,Fruits
5.99,0,Affluent,Bananas,Fruits
6,0,Affluent,Bananas,Fruits
6.49,0,Affluent,Bananas,Fruits
6.5,0,Affluent,Bananas,Fruits
6.99,0,Affluent,Bananas,Fruits
7.29,0,Affluent,Bananas,Fruits
7.79,0,Affluent,Bananas,Fruits
7.89,0,Affluent,Bananas,Fruits
10.99,0,Affluent,Bananas,Fruits
0.97,0,Non-Affluent,Bananas,Fruits
2,0,Non-Affluent,Bananas,Fruits
2.29,0,Non-Affluent,Bananas,Fruits
2.49,0,Non-Affluent,Bananas,Fruits
2.99,0,Non-Affluent,Bananas,Fruits
2.99,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
3.5,0,Non-Affluent,Bananas,Fruits
3.59,0,Non-Affluent,Bananas,Fruits
3.69,0,Non-Affluent,Bananas,Fruits
3.99,0,Non-Affluent,Bananas,Fruits
3.99,0,Non-Affluent,Bananas,Fruits
4.49,0,Non-Affluent,Bananas,Fruits
4.49,0,Non-Affluent,Bananas,Fruits
4.79,0,Non-Affluent,Bananas,Fruits
4.79,0,Non-Affluent,Bananas,Fruits
4.79,0,Non-Affluent,Bananas,Fruits
4.79,0,Non-Affluent,Bananas,Fruits
4.99,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
5.29,0,Non-Affluent,Bananas,Fruits
5.29,0,Non-Affluent,Bananas,Fruits
6.49,0,Non-Affluent,Bananas,Fruits
6.5,0,Non-Affluent,Bananas,Fruits
6.99,0,Non-Affluent,Bananas,Fruits
7.29,0,Non-Affluent,Bananas,Fruits
7.79,0,Non-Affluent,Bananas,Fruits
7.89,0,Non-Affluent,Bananas,Fruits
1,0,Non-Affluent,Bananas,Fruits
1.94,0,Non-Affluent,Bananas,Fruits
2,0,Non-Affluent,Bananas,Fruits
2.29,0,Non-Affluent,Bananas,Fruits
2.99,0,Non-Affluent,Bananas,Fruits
3,0,Non-Affluent,Bananas,Fruits
3.33,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
3.97,0,Non-Affluent,Bananas,Fruits
3.99,0,Non-Affluent,Bananas,Fruits
3.99,0,Non-Affluent,Bananas,Fruits
3.99,0,Non-Affluent,Bananas,Fruits
4.79,0,Non-Affluent,Bananas,Fruits
4.99,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
5.49,0,Non-Affluent,Bananas,Fruits
5.49,0,Non-Affluent,Bananas,Fruits
5.79,0,Non-Affluent,Bananas,Fruits
6.49,0,Non-Affluent,Bananas,Fruits
6.99,0,Non-Affluent,Bananas,Fruits
0.54,0,Affluent,Bananas,Fruits
0.94,0,Affluent,Bananas,Fruits
0.99,0,Affluent,Bananas,Fruits
0.99,0,Affluent,Bananas,Fruits
2,0,Affluent,Bananas,Fruits
3,0,Affluent,Bananas,Fruits
4.25,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
11.5,6.5,Affluent,Bananas,Fruits
5.5,0,Affluent,Bananas,Fruits
0.54,0,Affluent,Bananas,Fruits
0.94,0,Affluent,Bananas,Fruits
0.99,0,Affluent,Bananas,Fruits
0.99,0,Affluent,Bananas,Fruits
2,0,Affluent,Bananas,Fruits
3,0,Affluent,Bananas,Fruits
4.25,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
11.5,6.5,Affluent,Bananas,Fruits
5.5,0,Affluent,Bananas,Fruits
0.04,0,Non-Affluent,Bananas,Fruits
0.44,0,Non-Affluent,Bananas,Fruits
0.49,0,Non-Affluent,Bananas,Fruits
0.49,0,Non-Affluent,Bananas,Fruits
1.5,0,Non-Affluent,Bananas,Fruits
2.5,0,Non-Affluent,Bananas,Fruits
4.25,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
11.5,6.5,Non-Affluent,Bananas,Fruits
5.5,0,Non-Affluent,Bananas,Fruits
0.04,0,Non-Affluent,Bananas,Fruits
0.44,0,Non-Affluent,Bananas,Fruits
0.49,0,Non-Affluent,Bananas,Fruits
0.49,0,Non-Affluent,Bananas,Fruits
1.5,0,Non-Affluent,Bananas,Fruits
2.5,0,Non-Affluent,Bananas,Fruits
4.25,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
5,0,Non-Affluent,Bananas,Fruits
11.5,6.5,Non-Affluent,Bananas,Fruits
5.5,0,Non-Affluent,Bananas,Fruits
3.54,0,Affluent,Bananas,Fruits
3.94,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
6,0,Affluent,Bananas,Fruits
7.25,0,Affluent,Bananas,Fruits
8,0,Affluent,Bananas,Fruits
8,0,Affluent,Bananas,Fruits
8,6.5,Affluent,Bananas,Fruits
8.5,0,Affluent,Bananas,Fruits
3.54,0,Affluent,Bananas,Fruits
3.94,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
3.99,0,Affluent,Bananas,Fruits
5,0,Affluent,Bananas,Fruits
6,0,Affluent,Bananas,Fruits
7.25,0,Affluent,Bananas,Fruits
8,0,Affluent,Bananas,Fruits
8,0,Affluent,Bananas,Fruits
8,6.5,Affluent,Bananas,Fruits
8.5,0,Affluent,Bananas,Fruits
3.04,0,Non-Affluent,Bananas,Fruits
3.44,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
4.5,0,Non-Affluent,Bananas,Fruits
5.5,0,Non-Affluent,Bananas,Fruits
7.25,0,Non-Affluent,Bananas,Fruits
8,0,Non-Affluent,Bananas,Fruits
8,0,Non-Affluent,Bananas,Fruits
8,6.5,Non-Affluent,Bananas,Fruits
8.5,0,Non-Affluent,Bananas,Fruits
3.04,0,Non-Affluent,Bananas,Fruits
3.44,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
3.49,0,Non-Affluent,Bananas,Fruits
4.5,0,Non-Affluent,Bananas,Fruits
5.5,0,Non-Affluent,Bananas,Fruits
7.25,0,Non-Affluent,Bananas,Fruits
8,0,Non-Affluent,Bananas,Fruits
8,0,Non-Affluent,Bananas,Fruits
8,6.5,Non-Affluent,Bananas,Fruits
8.5,0,Non-Affluent,Bananas,Fruits
0.19,0,Affluent,Beef,Meat & Seafood
3.6,0,Affluent,Beef,Fruits
3.6,0,Affluent,Beef,Meat & Seafood
3.69,0,Affluent,Beef,Meat & Seafood
3.79,0,Affluent,Beef,Meat & Seafood
3.79,0,Affluent,Beef,Meat & Seafood
3.97,0,Affluent,Beef,Meat & Seafood
3.99,0,Affluent,Beef,Meat & Seafood
3.99,0,Affluent,Beef,Meat & Seafood
3.99,0,Affluent,Beef,Meat & Seafood
4,0,Affluent,Beef,Fruits
4,0,Affluent,Beef,Meat & Seafood
4.29,0,Affluent,Beef,Meat & Seafood
4.29,0,Affluent,Beef,Meat & Seafood
4.49,0,Affluent,Beef,Meat & Seafood
4.49,0,Affluent,Beef,Vegetables
4.49,0,Affluent,Beef,Meat & Seafood
4.49,0,Affluent,Beef,Meat & Seafood
4.79,0,Affluent,Beef,Meat & Seafood
4.79,0,Affluent,Beef,Vegetables
4.79,0,Affluent,Beef,Meat & Seafood
4.83,0,Affluent,Beef,Meat & Seafood
4.83,0,Affluent,Beef,Fruits
4.99,0,Affluent,Beef,Meat & Seafood
4.99,0,Affluent,Beef,Meat & Seafood
4.99,0,Affluent,Beef,Meat & Seafood
4.99,0,Affluent,Beef,Meat & Seafood
5,0,Affluent,Beef,Meat & Seafood
5,0,Affluent,Beef,Meat & Seafood
5,0,Affluent,Beef,Meat & Seafood
5.14,0,Affluent,Beef,Meat & Seafood
5.29,0,Affluent,Beef,Meat & Seafood
5.29,0,Affluent,Beef,Meat & Seafood
5.47,0,Affluent,Beef,Meat & Seafood
5.48,0,Affluent,Beef,Fruits
5.49,0,Affluent,Beef,Meat & Seafood
5.49,0,Affluent,Beef,Meat & Seafood
5.49,0,Affluent,Beef,Vegetables
5.49,0,Affluent,Beef,Meat & Seafood
5.5,0,Affluent,Beef,Meat & Seafood
5.5,0,Affluent,Beef,Meat & Seafood
5.5,0,Affluent,Beef,Meat & Seafood
5.5,0,Affluent,Beef,Vegetables
5.5,0,Affluent,Beef,Meat & Seafood
5.79,0,Affluent,Beef,Meat & Seafood
5.79,0,Affluent,Beef,Meat & Seafood
5.79,0,Affluent,Beef,Meat & Seafood
5.99,0,Affluent,Beef,Meat & Seafood
5.99,0,Affluent,Beef,Vegetables
5.99,0,Affluent,Beef,Meat & Seafood
6,0,Affluent,Beef,Meat & Seafood
6,0,Affluent,Beef,Meat & Seafood
6,0,Affluent,Beef,Meat & Seafood
6,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.49,0,Affluent,Beef,Meat & Seafood
6.79,0,Affluent,Beef,Meat & Seafood
6.99,0,Affluent,Beef,Meat & Seafood
6.99,0,Affluent,Beef,Meat & Seafood
6.99,0,Affluent,Beef,Meat & Seafood
7,0,Affluent,Beef,Meat & Seafood
7,0,Affluent,Beef,Meat & Seafood
7.5,0,Affluent,Beef,Meat & Seafood
7.99,0,Affluent,Beef,Meat & Seafood
7.99,0,Affluent,Beef,Meat & Seafood
10.2,0,Affluent,Beef,Meat & Seafood
10.49,0,Affluent,Beef,Meat & Seafood
10.5,0,Affluent,Beef,Meat & Seafood
10.99,0,Affluent,Beef,Meat & Seafood
10.99,0,Affluent,Beef,Meat & Seafood
